"";"name";"name_url";"authors";"type";"description";"link_download_citations"
"2733";"RFLP facilitated analysis of tiller and leaf angles in rice (Oryza sativa L.)";"https://link.springer.com/article/10.1023/A%3A1003533001014";"Zhikang Li, Andrew H. Paterson, Shannon R.M. Pinson, James W. Stansel in Euphytica (1999)";"Article";"
      Plant type is an important composite trait associated with the yield potential in rice and other cereal crops. Several characters associated with the plant type of modern rice cultivars including tiller angle,...
    ";"https://citation-needed.springer.com/v2/references/10.1023/A:1003533001014?format=refman&flavour=citation"
"2734";"Two independent gene loci controlling non-brittle pedicels in buckwheat";"https://link.springer.com/article/10.1023/B%3AEUPH.0000003911.70493.cd";"Katsuhiro Matsui, Takahisa Tetsuka, Takahiro Hara in Euphytica (2003)";"Article";"
      The shattering habit in buckwheat occurs because of brittle or weak pedicels. Brittle pedicels are observed in wild buckwheat but not in cultivated buckwheat. Using 2 self-compatible lines, 01AMU2 with brittle...
    ";"https://citation-needed.springer.com/v2/references/10.1023/B:EUPH.0000003911.70493.cd?format=refman&flavour=citation"
"2735";"Comparison of genetically modified and conventionally derived herbicide tolerance in oilseed rape: A case study";"https://link.springer.com/article/10.1023/A%3A1024630430619";"I.J. Senior, A.D. Bavage in Euphytica (2003)";"Article";"
      Oilseed rape (Brassica napus) is animportant source of oils for industrial andfood processes. Agriculturally it is auseful break crop in cereal rotations butsuffers from competition from broad-leavedweeds that ca...
    ";"https://citation-needed.springer.com/v2/references/10.1023/A:1024630430619?format=refman&flavour=citation"
"2736";"Direct as well as indirect somatic embryogenesis from immature (unemerged) inflorescence of a minor millet Paspalum scrobiculatum L.";"https://link.springer.com/article/10.1023/A%3A1017558230813";"Vikrant, A. Rashid in Euphytica (2001)";"Article";"
      Somatic embryos differentiated directly on the rachis of immature inflorescences of Paspalum scrobiculatum L. cv. PSC 1 on culture to MS or N6 medium supplemented with different concentrations (4.5–22.5 μM) of 2,...
    ";"https://citation-needed.springer.com/v2/references/10.1023/A:1017558230813?format=refman&flavour=citation"
"2737";"Induction of haploids and aneuhaploids in colchicine-induced tetraploid Solanum chacoense
      Bitt.";"https://link.springer.com/article/10.1007/BF00035690";"J. G. Th. Hermsen in Euphytica (1969)";"Article";"
      The species Solanum chacoense BITT. (2n=2x=24) is a tuber-bearing, self-incompatible species which is important both for breeding and for genetic research. It crosses readily with most other tuber-bearing Solanum
    ";"https://citation-needed.springer.com/v2/references/10.1007/BF00035690?format=refman&flavour=citation"
"2738";"Selection in segregating generations of autogamous species II. Response to selection in two stages";"https://link.springer.com/article/10.1007/BF00021144";"W. E. Weber in Euphytica (1984)";"Article";"
      In autogamous species the optimum number of families is calculated for a selection program in two stages conducted in segregating generations. The influence of epistasis is not large. In case of much epistasis...
    ";"https://citation-needed.springer.com/v2/references/10.1007/BF00021144?format=refman&flavour=citation"
"2739";"The morphology and cytology of monosomic addition lines combining single Festuca drymeja chromosomes and Lolium multiflorum
    ";"https://link.springer.com/article/10.1007/BF00022560";"W. G. Morgan in Euphytica (1991)";"Article";"
      Monosomic alien addition lines combining individual F. drymeja chromosomes and the L. multiflorum complement were isolated from the cross between the triploid hybrid L. multiflorum (4x) × F. drymeja (2x) and dipl...
    ";"https://citation-needed.springer.com/v2/references/10.1007/BF00022560?format=refman&flavour=citation"
"2740";"Genetic analysis of feed quality and seed weight of sorghum inbred lines and hybrids using analytical methods and NIRS";"https://link.springer.com/article/10.1023/A%3A1019943805514";"C. Hicks, M.R. Tuinstra, J.F. Pedersen, F.E. Dowell, K.D. Kofoid in Euphytica (2002)";"Article";"
      Eight lines of grain sorghum and their F1hybrids were evaluated for contents of crude protein (CP), fat (FAT), and starch(STA); protein digestibility (PD); and in vitro dry matter disappearance (IVDMD).The effect...
    ";"https://citation-needed.springer.com/v2/references/10.1023/A:1019943805514?format=refman&flavour=citation"
"2741";"Partial resistance in lettuce to downy mildew (Bremia lactucae). 2. Differential interactions between plant genotypes and fungus races and the relationship of latent period, infection frequency and number of infected leaves with the level of partial resistance";"https://link.springer.com/article/10.1007/BF00028308";"A. H. Eenink, W. Bijker, A. Den Toom in Euphytica (1982)";"Article";"
      In three experiments differential interactions between lettuce genotypes and Bremia lactucae races were investigated and also the influence of latent period, infection frequency and number of infected leaves on t...
    ";"https://citation-needed.springer.com/v2/references/10.1007/BF00028308?format=refman&flavour=citation"
"2742";"Effect of plant density on selection for seed yield in two population types of Phaseolus vulgaris L.";"https://link.springer.com/article/10.1007/BF00022448";"Shree P. Singh, J. Ariel Gutiérrez in Euphytica (1990)";"Article";"
      Pedigree selection for seed yield, using early generation yield tests, was practiced from the F2 to F7 in two populations of common bean (Phaseolus vulgaris L.) in three plant densities: 66, 133, and 266 thousand...
    ";"https://citation-needed.springer.com/v2/references/10.1007/BF00022448?format=refman&flavour=citation"
"2743";"The origin of chickpea Cicer arietinum L.
    ";"https://link.springer.com/article/10.1007/BF00041547";"G. Ladizinsky, A. Adler in Euphytica (1976)";"Article";"
      Species relationship between the cultivated chickpea Cicer arietinum and the two newly discovered wild species C. echinospermum and C. reticulatum were assessed through breeding experiments and cytological examin...
    ";"https://citation-needed.springer.com/v2/references/10.1007/BF00041547?format=refman&flavour=citation"
"2744";"Inheritance of tolerance to barley yellow dwarf virus in oats";"https://link.springer.com/article/10.1007/BF00035404";"R. I. H. McKenzie, P. A. Burnett, C. C. Gill, A. Comeau, P. D. Brown in Euphytica (1985)";"Article";"
      Advanced generation random lines from crosses of tolerant x susceptible parents were studied to determine the inheritance of tolerance to barley yellow dwarf virus (BYDV) in oats Avena sativa L. Clintland 64, a s...
    ";"https://citation-needed.springer.com/v2/references/10.1007/BF00035404?format=refman&flavour=citation"
"2745";"Evaluation of sources of partial resistance to mildew in barley using enzyme-linked immunosorbent assay and other assessment methods";"https://link.springer.com/article/10.1007/BF00023505";"A. C. Newton, W. T. B. Thomas in Euphytica (1992)";"Article";"
      Twenty-nine spring barley genotypes ranging from primitive landraces to modern cultivars were characterised for partial resistance to powdery mildew on detached leaves and in the field. Detached seedling and a...
    ";"https://citation-needed.springer.com/v2/references/10.1007/BF00023505?format=refman&flavour=citation"
"2746";"Pollen grain size in four ploidy levels of genusAvena
    ";"https://link.springer.com/article/10.1007/BF01678036";"A. Katsiotis, R. A. Forsberg in Euphytica (1995)";"Article";"
      Pollen grain size in many genera positively correlated with chromosome number. In this study, oat (Avena) pollen grain size was examined in diploids (2×=14, one species, for accessions), tetraploids (4×=28, five ...
    ";"https://citation-needed.springer.com/v2/references/10.1007/BF01678036?format=refman&flavour=citation"
"2747";"The potential use of self-incompatibility for breeding F1 hybrids of naturally self-pollinated vegetable crops";"https://link.springer.com/article/10.1007/BF00034210";"D. W. Denna in Euphytica (1971)";"Article";"
      The available evidence indicates that F1 hybrid varieties of most naturally self-fertilized crops have potentially great economic value. The main deterrent to their wider use is the present high cost of seed prod...
    ";"https://citation-needed.springer.com/v2/references/10.1007/BF00034210?format=refman&flavour=citation"
"2748";"Variation for crossability in a reciprocal, interspecific cross involvingHordeum vulgare andH. lechleri
    ";"https://link.springer.com/article/10.1007/BF01681810";"Roland von Bothmer, Björn Salomon, Ib Linde-Laursen in Euphytica (1995)";"Article";"
      Several crossing series including the hexaploid (2n=6x=42), South American speciesHordeum lechleri and diploid (2n=2x=14) cultivated barley (H. vulgare) were performed. Barley functioned better as the paternal th...
    ";"https://citation-needed.springer.com/v2/references/10.1007/BF01681810?format=refman&flavour=citation"
"2749";"Vegetative seed formation?";"https://link.springer.com/article/10.1007/BF01908270";"S. J. Wellensiek, Chre J. Gorter, K. Verkerk, H. F. Waterschoot in Euphytica (1952)";"Article";"
      
      Von Tschermak's method of obtaining vegetative seed formation — which would mean either the obtaining of homozygous plants or of clones — by dusting the stigmas of emasculated flowers with some substance or othe...
    ";"https://citation-needed.springer.com/v2/references/10.1007/BF01908270?format=refman&flavour=citation"
"2750";"Acetocarmine squash method for observing sugar beet chromosomes";"https://link.springer.com/article/10.1007/BF00056582";"T. Tsuchiya… in Euphytica (1979)";"Article";"
      Based on successful results of an acetocarmine squash method for staining chromosomes of many plant species, the method was applied to chromosomes of sugar beet (Beta vulgaris L.). This simple method proved to be...
    ";"https://citation-needed.springer.com/v2/references/10.1007/BF00056582?format=refman&flavour=citation"
"2751";"Effectiveness and relative discriminatory abilities of techniques measuring genotype × environment interaction and stability in okra (Abelmoschus esculentus (L) Moench)";"https://link.springer.com/article/10.1007/BF00038823";"Omolayo J. Ariyo in Euphytica (1990)";"Article";"
      Twenty selected okra genotypes were evaluated in four different environments for stability of performance, measured by days to flowering, number of branches per plant, plant height, number of pods per plant, p...
    ";"https://citation-needed.springer.com/v2/references/10.1007/BF00038823?format=refman&flavour=citation"
"2752";"The assessment of in vitro characters and their influence on the success rates of doubled haploid production in barley";"https://link.springer.com/article/10.1007/BF00022814";"R. Bozorgipour, J. W. Snape in Euphytica (1991)";"Article";"
      A assessment of in vitro characters: embryo size, differentiation stage and germination time of haploid embryos, was carried out with a view to developing a selection procedure to increase the efficiency of doubl...
    ";"https://citation-needed.springer.com/v2/references/10.1007/BF00022814?format=refman&flavour=citation"
"2753";"Ryegrass hybridisation: The effect of artificial isolation materials on seed yield and floral environment";"https://link.springer.com/article/10.1007/BF00038970";"C. A. Foster in Euphytica (1968)";"Article";"
      A comparison of conventional glassine pollination bags and recently-developed terylene isolation bags for artificial hybridisation of perennial ryegrass (Lolium perenne) is reported.
    ";"https://citation-needed.springer.com/v2/references/10.1007/BF00038970?format=refman&flavour=citation"
"2754";"Polyploidy in garden tulips. II. The production of tetraploids";"https://link.springer.com/article/10.1007/BF00021225";"A. E. Zeilinga, H. P. Schouten in Euphytica (1968)";"Article";"
      In connection with a foregoing report (this issue, p. 252) concerning the occurrence of polyploids among garden tulips (Tulipa sspp.), this paper deals with the possibility of breeding polyploid and especially te...
    ";"https://citation-needed.springer.com/v2/references/10.1007/BF00021225?format=refman&flavour=citation"
"2755";"Evaluation of the suitability of arable fields for field trials by means of remote sensing";"https://link.springer.com/article/10.1007/BF00021586";"G. W. A. M. van der Heijden, J. G. P. W. Clevers… in Euphytica (1989)";"Article";"
      The use of aerial photography for mapping the heterogeneity of trial fields was evaluated by comparing the pattern of infrared reflectance of a barley field with its spatial pattern for grain yield.
    ";"https://citation-needed.springer.com/v2/references/10.1007/BF00021586?format=refman&flavour=citation"
"2756";"8. Characterization of incomplete resistance to Hemileia vastatrix in the icatu coffee population";"https://link.springer.com/article/10.1007/BF00021478";"A. B. Eskes, W. M. Da Costa in Euphytica (1983)";"Article";"
      Incomplete resistance of the hybrid coffee population Icatu to race II of coffee leaf rust (Hemileia vastatrix) was studied in the field, greenhouse and laboratory. The resistance components observed were: latenc...
    ";"https://citation-needed.springer.com/v2/references/10.1007/BF00021478?format=refman&flavour=citation"
"2757";"Salt-tolerance in Brassica juncea L. II. Salt-stress induced changes in polypeptide pattern of in vitro selected NaCl-tolerant plants";"https://link.springer.com/article/10.1007/BF00022572";"Sunita Jain, H. S. Nainawatee, R. K. Jain, J. B. Chowdhury in Euphytica (1992)";"Article";"
      The effect of salt-stress was studied on SDS-PAGE pattern of polypeptides in seedling, leaf and siliqua tissues of four genetically stable lines (SR2P1-2, SR3P2-1, SR3P6-1 and SR3P6-2) of in vitro selected NaCl-t...
    ";"https://citation-needed.springer.com/v2/references/10.1007/BF00022572?format=refman&flavour=citation"
"2758";"Effects of growth regulators on callus cell growth, plant regeneration, and somaclonal variation of smooth bromegrass (Bromus inermis Leyss.)";"https://link.springer.com/article/10.1007/BF00021728";"Chayaporn Wattanasiri, Peter D. Walton in Euphytica (1993)";"Article";"
      Immature inflorescences of smooth bromegrass were cultured on MS agar media supplemented with varying combinations of 2,4-D and kinetin. Callus was initiated from segments of young inflorescences on each mediu...
    ";"https://citation-needed.springer.com/v2/references/10.1007/BF00021728?format=refman&flavour=citation"
"2759";"Improvement in selfed and random-mated generations of four subtropical maize populations through S3 recurrent selection";"https://link.springer.com/article/10.1007/BF01677854";"S. K. Vasal, B. S. Dhillon, G. Srinivasan, S. D. McLean, J. Crossa… in Euphytica (1995)";"Article";"
      In maize (Zea mays L.) source germplasm having tolerance to inbreeding is needed for the derivation of productive inbred lines. The germplasm with non-temperature adaptation, generally suffer from large inbreedin...
    ";"https://citation-needed.springer.com/v2/references/10.1007/BF01677854?format=refman&flavour=citation"
"2760";"The efficiency of between and within full-sib family selection in a recurrent selection programme in sugar beet (Beta vulgaris L.)";"https://link.springer.com/article/10.1023/A%3A1003026800450";"B. Zhao, I.J. Mackay, P.D.S. Caligari, R. Mead in Euphytica (1997)";"Article";"
      The efficiency of between and within family selection in a full-sib family recurrent selection programme was investigated using data from three cycles of recurrent selection. Correlations between mid-parent va...
    ";"https://citation-needed.springer.com/v2/references/10.1023/A:1003026800450?format=refman&flavour=citation"
"2761";"Heterosis in rice over environments";"https://link.springer.com/article/10.1007/BF00022896";"Jubao Young, S. S. Virmani in Euphytica (1990)";"Article";"
      Ten CMS (A) lines and their maintainers (B) and seven restorers (R) were used to make 70 crosses (A/R) and 70 reciprocals (R/B) following line x tester design. The 140 crosses and 17 parents (10 B + 7 R lines)...
    ";"https://citation-needed.springer.com/v2/references/10.1007/BF00022896?format=refman&flavour=citation"
"2762";"Characterization and genetic distance analysis of cassava (Manihot esculenta Crantz) germplasm from Mozambique using RAPD fingerprinting";"https://link.springer.com/article/10.1023/B%3AEUPH.0000047057.05642.74";"A.M. Zacarias, A.-M. Botha, M.T. Labuschagne, I.R.M. Benesi in Euphytica (2004)";"Article";"
      Twenty-eight cassava genotypes from Mozambique, along with seven genotypes from Angola, Madagascar, Nigeria, Togo, Columbia, and Thailand for comparison, were fingerprinted using random amplified polymorphic D...
    ";"https://citation-needed.springer.com/v2/references/10.1023/B:EUPH.0000047057.05642.74?format=refman&flavour=citation"
"2763";"Some evidence for genetically controlled variation in photosynthetic rate of oil palm seedlings";"https://link.springer.com/article/10.1007/BF00021555";"R. H. V. Corley, J. J. Hardon, S. C. Ooi in Euphytica (1973)";"Article";"
      The rate of uptake of 14CO2 by oil palm seedlings in relation to light intensity was studied in a complete diallel cross. Analysis showed heritable differences in both light saturated and light limited photosynth...
    ";"https://citation-needed.springer.com/v2/references/10.1007/BF00021555?format=refman&flavour=citation"
"2764";"Heritability of β-glucan, groat percentage, and crown rust resistance in two oat crosses";"https://link.springer.com/article/10.1007/BF00033098";"D. G. Humphreys, D. E. Mather in Euphytica (1996)";"Article";"
      Parent-offspring regression was used to estimate heritability for three traits (β-glucan content, groat percentage, and resistance to crown rust (Puccinia coronata Cda. f. sp. avenae Eriks.) in oat (Avena sativa ...
    ";"https://citation-needed.springer.com/v2/references/10.1007/BF00033098?format=refman&flavour=citation"
"2765";"Colchicine-induced variants in sunflower";"https://link.springer.com/article/10.1007/BF00042156";"R. W. Downes, D. R. Marshall in Euphytica (1983)";"Article";"
      Seedlings of the F1 sunflower hybrid between inbred lines AHA 232 (cytoplasmic male sterile, non-branched) and RHA 274 (male fertile, homozygous for dominant fertility restorer and recessive branching) were treat...
    ";"https://citation-needed.springer.com/v2/references/10.1007/BF00042156?format=refman&flavour=citation"
"2766";"Agro-morphological characterization of ovary culture-derived plants of rice (Oryza sativa L.)";"https://link.springer.com/article/10.1023/A%3A1003524217816";"Li Rongbai, M.P. Pandey, S.K. Pandey, D.K. Dwivedi in Euphytica (1999)";"Article";"
      Plants derived from unpollinated ovary culture of ten rice genotypes showed significant variability in agro-morphological characteristics. The ovary-derived plant (H1) populations were completely haploid, doub...
    ";"https://citation-needed.springer.com/v2/references/10.1023/A:1003524217816?format=refman&flavour=citation"
"2767";"Evidence for salt tolerance in pepper varieties (Capsicum annuum L.) in Tunisia";"https://link.springer.com/article/10.1007/BF00040477";"J. G. van der Beek, A. Ltifi in Euphytica (1991)";"Article";"
      Salt tolerance in pepper (Capsicum annuum L.) is described in terms of yield, mortality and root weight. Significant differences in absolute and in relative salt tolerance were demonstrated between Tunisian varie...
    ";"https://citation-needed.springer.com/v2/references/10.1007/BF00040477?format=refman&flavour=citation"
"2768";"Thermal dependence of glutathione reductase in one tetraploid and its near-isogenic diploid alfalfa";"https://link.springer.com/article/10.1007/BF00029392";"Saranga P. Kidambi, James R. Mahan, Arthur G. Matches, Edwin T. Bingham in Euphytica (1991)";"Article";"
      A more thorough understanding of the biochemical basis of superior performance of one alfalfa (Medicago sativa L.) genotype compared to another would expedite improvement in agronomically useful genotypes. Inform...
    ";"https://citation-needed.springer.com/v2/references/10.1007/BF00029392?format=refman&flavour=citation"
"2769";"Selection for seed set in crosses of Avena sativa L. × A. Abyssinica
      Hochst.
    ";"https://link.springer.com/article/10.1007/BF00022655";"J. Arias, K. J. Frey in Euphytica (1973)";"Article";"
      ‘Precoz’ oat line, discovered in a mass planting of wild oats in Colombia, is a tetraploid belonging to Avena abyssinica. It crossed easily with ‘Kyto’, but not with ‘Bacata’, both hexaploid oat cultivars. Pentap...
    ";"https://citation-needed.springer.com/v2/references/10.1007/BF00022655?format=refman&flavour=citation"
"2770";"Expected correlated responses in selecting dry beans for tolerance to soil compaction";"https://link.springer.com/article/10.1007/BF00021135";"A. Ghaderi, A. J. M. Smucker, M. W. Adams in Euphytica (1984)";"Article";"
      Parents and F2 progenies of an 8×8 diallel cross were grown under non-compacted and compacted soil conditions. Soil compaction reduced yield, pods per plant, and seeds per pod; however, an increase in seed wieght...
    ";"https://citation-needed.springer.com/v2/references/10.1007/BF00021135?format=refman&flavour=citation"
"2771";"Effects of competition and selection pressure on yield response in winter rye (Secale cereale L.)";"https://link.springer.com/article/10.1007/BF00035428";"D. T. Kyriakou, A. C. Fasoulas in Euphytica (1985)";"Article";"
      Three intensities of mass honeycomb selection (14.3,5.3 and 1.6%) applied to an unselected rye population gave respectively an annual yield response of 0.28, -3.69 and -5.20% at 15 cm spacing, and of 4.07, 5.3...
    ";"https://citation-needed.springer.com/v2/references/10.1007/BF00035428?format=refman&flavour=citation"
"2772";"A library in the field of plant breeding";"https://link.springer.com/article/10.1007/BF00038845";"H. De Haan in Euphytica (1956)";"Article";"
      The combined library of the Institute and Foundation for Agricultural Plant Breeding at Wageningen places great emphasis on the accessibility of the publications. Among other things the contents of periodicals...
    ";"https://citation-needed.springer.com/v2/references/10.1007/BF00038845?format=refman&flavour=citation"
"2773";"Plant genetic resources of Nepal: A guide for plant breeders of agricultural, horticultural and forestry crops";"https://link.springer.com/article/10.1007/BF00023747";"Pramod K. Jha, Krishna K. Shrestha, Madhusudan P. Upadhyay, Dennis P. Stimart… in Euphytica (1996)";"Article";"
      Nepal is rich in indigenous wild and landrace plant genetic resources for agronomic, horticultural, forestry, or medicinal uses, but much of this germplasm remains uncollected and awaits economic development. ...
    ";"https://citation-needed.springer.com/v2/references/10.1007/BF00023747?format=refman&flavour=citation"
"2774";"Effects of donor plant temperature, photoperiod, and age on anther culture response of Capsicum annuum L.";"https://link.springer.com/article/10.1007/BF00022732";"Kell Kristiansen, Sven Bode Andersen in Euphytica (1993)";"Article";"
      Effects of temperature and photoperiod for donor plant growth on embryo formation in Capsicum annuum anther culture were investigated. Donor plants were grown in glasshouses at minimum temperatures between 16 and...
    ";"https://citation-needed.springer.com/v2/references/10.1007/BF00022732?format=refman&flavour=citation"
"2775";"Effect of moving mean covariance adjustments on error and genetic variance estimates and selection of superior lines in peanuts (Arachis hypogaeal L.)";"https://link.springer.com/article/10.1007/BF00028556";"R. Shorter, D. Butler in Euphytica (1986)";"Article";"
      Effects of moving mean covariance adjustments on error control, genetic variance component estimates and selection were examined in nine trails in peanut breeding nurseries. Neighbourhood sizes of two to fourt...
    ";"https://citation-needed.springer.com/v2/references/10.1007/BF00028556?format=refman&flavour=citation"
"2776";"Genetic control of flowering time and its component processes in subterranean clover (Trifolium subterraneum L.)";"https://link.springer.com/article/10.1007/BF00051874";"P. A. Salisbury, Y. Aitken, G. M. Halloran in Euphytica (1987)";"Article";"
      The inheritance of flowering time and its component processes, vernalization and photoperiod response, were studied in two crosses of subterranean clover (Trifolium subterraneum L.) using a field sowing and four ...
    ";"https://citation-needed.springer.com/v2/references/10.1007/BF00051874?format=refman&flavour=citation"
"2777";"Variation in number of cysts formed on susceptible potato cultivars with various populations of Globodera rostochiensis and G. pallida
    ";"https://link.springer.com/article/10.1007/BF00043372";"Frits K. Arntzen, Jaap Bakker in Euphytica (1988)";"Article";"
      Three greenhouse experiments were carried out to examine differences in the number of cysts formed on susceptible potato cultivars, using various pathotypes and populations of Globodera rostochiensis and G. palli...
    ";"https://citation-needed.springer.com/v2/references/10.1007/BF00043372?format=refman&flavour=citation"
"2778";"Seed protein electrophoresis of the wild and cultivated species of selection faba of Vicia
    ";"https://link.springer.com/article/10.1007/BF00132919";"G. Ladizinsky in Euphytica (1975)";"Article";"
      The seed protein profile obtained by disc electrophoresis was found to be a diagnostic characteristic of the broad bean, V. faba, and of its taxonomically wild relatives V. narbonensis, V. galilaea and V. hyaenis...
    ";"https://citation-needed.springer.com/v2/references/10.1007/BF00132919?format=refman&flavour=citation"
"2779";"Application of the TRAP technique to lettuce (Lactuca sativa L.) genotyping";"https://link.springer.com/article/10.1007/s10681-005-6431-1";"Jinguo Hu, Oswaldo E. Ochoa, María José Truco, Brady A. Vick in Euphytica (2005)";"Article";"
      To demonstrate the applicability of the target region amplification polymorphism (TRAP) marker technique to lettuce genotyping, we fingerprinted 53 lettuce (Lactuca sativa L.) cultivars and six wild accessions (t...
    ";"https://citation-needed.springer.com/v2/references/10.1007/s10681-005-6431-1?format=refman&flavour=citation"
"2780";"Identification of candidate genes required for susceptibility to powdery or downy mildew in cucumber";"https://link.springer.com/article/10.1007/s10681-014-1216-z";"Henk J. Schouten, Julian Krauskopf, Richard G. F. Visser, Yuling Bai in Euphytica (2014)";"Article";"
      Powdery mildew (PM, caused by Podosphaera fusca) and downy mildew (DM, caused by Pseudoperonospora cubensis) are important diseases of cucumber (Cucumis sativus). Breeding for resistance has been undertaken since...
    ";"https://citation-needed.springer.com/v2/references/10.1007/s10681-014-1216-z?format=refman&flavour=citation"
"2781";"Are specific testing protocols required for organic onion varieties? Analysis of onion variety testing under conventional and organic growing conditions";"https://link.springer.com/article/10.1007/s10681-011-0545-4";"E. T. Lammerts van Bueren, A. M. Osman, M. Tiemens-Hulscher, P. C. Struik… in Euphytica (2012)";"Article";"
      Organic growers need information on variety performance under their growing conditions. A 4-year onion variety research project was carried out to investigate whether setting up a variety testing system combin...
    ";"https://citation-needed.springer.com/v2/references/10.1007/s10681-011-0545-4?format=refman&flavour=citation"
"2782";"Heritability and predicted gain from selection in components of crop duration in divergent chickpea cross populations";"https://link.springer.com/article/10.1007/s10681-006-9163-y";"Yadeta Anbessa, Tom Warkentin, Albert Vandenberg, Manjula Bandara in Euphytica (2006)";"Article";"
      Genetic analysis of ten quantitative traits related to crop duration in chickpea was carried out using three F
                              2 sib-populations; 272-2 × CDC Anna, 298T-9 × CDC Anna and 298T-9 × CDC Front...
    ";"https://citation-needed.springer.com/v2/references/10.1007/s10681-006-9163-y?format=refman&flavour=citation"
"2783";"Association mapping and marker development of the candidate genes (1 → 3),(1 → 4)-β-d-Glucan-4-glucanohydrolase and (1 → 4)-β-Xylan-endohydrolase 1 for malting quality in barley";"https://link.springer.com/article/10.1007/s10681-009-9915-6";"Inge E. Matthies, Stephan Weise, Jutta Förster, Marion S. Röder in Euphytica (2009)";"Article";"
      Cell wall degradation is a crucial process within the malting process of barley. Therefore, the haplotype diversity of genes for two cell wall degrading enzymes, (1 → 3),(1 → 4)-β-d-Glucan-4-glucanohydrolase and ...
    ";"https://citation-needed.springer.com/v2/references/10.1007/s10681-009-9915-6?format=refman&flavour=citation"
"2784";"Genome-wide association analysis of seed germination percentage and germination index in Brassica napus L. under salt and drought stresses";"https://link.springer.com/article/10.1007/s10681-016-1832-x";"Min Tan, Fang Liao, Lintao Hou, Jia Wang, Lijuan Wei, Hongju Jian, Xinfu Xu… in Euphytica (2017)";"Article";"
      Identifying genetic loci and possible candidate genes related to salt and drought stresses would be an economical, feasible and efficient way to accelerate the progress of abiotic tolerance breeding in rapesee...
    ";"https://citation-needed.springer.com/v2/references/10.1007/s10681-016-1832-x?format=refman&flavour=citation"
"2785";"
      Mapping the QTLs underlying drought stress at developmental stage of sorghum (Sorghum bicolor (L.) Moench) by association analysis";"https://link.springer.com/article/10.1007/s10681-013-0963-6";"Shazia Sakhi, Tariq Shehzad, Shafiqur Rehman, Kazutoshi Okuno in Euphytica (2013)";"Article";"
      This study was conducted to identify quantitative trait loci (QTLs) for drought tolerance in sorghum (Sorghum
                      bicolor (L.) Moench) by association mapping using a simple sequence repeat (SSR)-marke...
    ";"https://citation-needed.springer.com/v2/references/10.1007/s10681-013-0963-6?format=refman&flavour=citation"
"2786";"Breeding objectives and the relative importance of traits in plant and animal breeding: a comparative review";"https://link.springer.com/article/10.1007/s10681-007-9507-2";"Johann Sölkner, Heinrich Grausgruber, Ally Mwai Okeyo, Peter Ruckenbauer… in Euphytica (2008)";"Article";"
      Breeding objectives always involve consideration of multiple traits, even in situations where output of a single trait is dominant. We review literature dealing with formal definition of breeding objectives. I...
    ";"https://citation-needed.springer.com/v2/references/10.1007/s10681-007-9507-2?format=refman&flavour=citation"
"2787";"Combining ability, heterosis and genetic diversity in tropical maize (Zea mays L.) under stress and non-stress conditions";"https://link.springer.com/article/10.1007/s10681-010-0334-5";"Dan Makumbi, Javier F. Betrán, Marianne Bänziger, Jean-Marcel Ribaut in Euphytica (2011)";"Article";"
      Drought and low soil fertility are considered the most important abiotic stresses limiting maize production in sub-Saharan Africa. Knowledge of the combining ability and diversity of inbred lines with toleranc...
    ";"https://citation-needed.springer.com/v2/references/10.1007/s10681-010-0334-5?format=refman&flavour=citation"
"2788";"Breeding maize for traditional and organic agriculture";"https://link.springer.com/article/10.1007/s10681-015-1430-3";"Pedro Revilla, Jose Ignacio Ruiz de Galarreta, Rosa Ana Malvar, Arsenio Landa… in Euphytica (2015)";"Article";"
      
      Breeding maize (Zea mays L.) for traditional agriculture can increase quality and added value of agricultural products and allow the recovery of traditional foods. The objectives of this work were to evaluate im...
    ";"https://citation-needed.springer.com/v2/references/10.1007/s10681-015-1430-3?format=refman&flavour=citation"
"2789";"Decentralized selection and participatory approaches in plant breeding for low-input systems";"https://link.springer.com/article/10.1007/s10681-007-9533-0";"Julie C. Dawson, Kevin M. Murphy, Stephen S. Jones in Euphytica (2008)";"Article";"
      Heterogeneous environments make it difficult to apply consistent selection pressure because often it is difficult to identify a single or a few superior genotypes across all sets of conditions. However, when t...
    ";"https://citation-needed.springer.com/v2/references/10.1007/s10681-007-9533-0?format=refman&flavour=citation"
"2790";"Characterisation of transgenic oilseed rape expressing pea lectin in anthers for improved resistance to pollen beetle";"https://link.springer.com/article/10.1007/s10681-006-9152-1";"Inger M. Åhman, Nadiya I. Kazachkova, Irene M. Kamnert, Per A. Hagberg… in Euphytica (2006)";"Article";"
      In order to evaluate pea lectin as a resistance factor against the pollen beetle (Meligethes aeneus), transgenic oilseed rape (Brassica napus) has been produced wherein the pea lectin gene expression is driven by...
    ";"https://citation-needed.springer.com/v2/references/10.1007/s10681-006-9152-1?format=refman&flavour=citation"
"2791";"Fine mapping and candidate gene analysis of a new mutant gene for panicle apical abortion in rice";"https://link.springer.com/article/10.1007/s10681-014-1074-8";"Md. Babul Akter, Rihua Piao, Backki Kim, Yunjoo Lee, Eunbyeol Koh… in Euphytica (2014)";"Article";"
      The rice panicle architecture depends on the arrangement of branches and spikelets which directly affect grain yield. We identified a mutant for panicle apical abortion (PAA-Hwa) from a japonica cultivar Hwacheon...
    ";"https://citation-needed.springer.com/v2/references/10.1007/s10681-014-1074-8?format=refman&flavour=citation"
